path	primary_phase	secondary_phases	disposition	evidence_refs	findings_refs	notes
apps/backend/src/admin/settlement-lag.ts	07	12,16,17,18	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/admin/stuck-orders.ts	07	12,16,17,18	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/admin/stuck-payouts.ts	07	12,16,17,18	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/admin/supplier-spend-activity-csv.ts	07	12,16,17,18	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/admin/supplier-spend-activity.ts	07	12,16,17,18	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/admin/supplier-spend.ts	07	12,16,17,18	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/admin/top-users-by-pending-payout.ts	07	12,16,17,18	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/admin/top-users.ts	07	12,16,17,18	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/admin/treasury-builders.ts	07	12,16,17,18	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/admin/treasury-credit-flow-csv.ts	07	12,16,17,18	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/admin/treasury-credit-flow.ts	07	12,16,17,18	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/admin/treasury-snapshot-csv.ts	07	12,16,17,18	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/admin/treasury.ts	07	12,16,17,18	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/admin/upsert-config-handler.ts	07	12,16,17,18	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/admin/user-by-email.ts	07	12,16,17,18	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/admin/user-cashback-by-merchant.ts	07	12,16,17,18	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/admin/user-cashback-monthly.ts	07	12,16,17,18	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/admin/user-cashback-summary.ts	07	12,16,17,18	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/admin/user-credit-transactions-csv.ts	07	12,16,17,18	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/admin/user-credit-transactions.ts	07	12,16,17,18	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/admin/user-credits-csv.ts	07	12,16,17,18	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/admin/user-credits.ts	07	12,16,17,18	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/admin/user-detail.ts	07	12,16,17,18	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/admin/user-flywheel-stats.ts	07	12,16,17,18	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/admin/user-operator-mix.ts	07	12,16,17,18	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/admin/user-payment-method-share.ts	07	12,16,17,18	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/admin/user-search.ts	07	12,16,17,18	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/admin/users-list.ts	07	12,16,17,18	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/admin/users-recycling-activity-csv.ts	07	12,16,17,18	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/admin/users-recycling-activity.ts	07	12,16,17,18	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/admin/withdrawals.ts	07	12,16,17,18	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/app.ts	05	06,07,08,09,16,17,18	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/auth/__tests__/email.test.ts	18	05,06,07,08,09,10,11,12,13,16	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/auth/__tests__/handler.test.ts	18	05,06,07,08,09,10,11,12,13,16	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/auth/__tests__/id-token.test.ts	18	05,06,07,08,09,10,11,12,13,16	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/auth/__tests__/identities.test.ts	18	05,06,07,08,09,10,11,12,13,16	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/auth/__tests__/jwt.test.ts	18	05,06,07,08,09,10,11,12,13,16	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/auth/__tests__/native.test.ts	18	05,06,07,08,09,10,11,12,13,16	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/auth/__tests__/normalize-email.test.ts	18	05,06,07,08,09,10,11,12,13,16	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/auth/__tests__/otps.test.ts	18	05,06,07,08,09,10,11,12,13,16	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/auth/__tests__/refresh-tokens.test.ts	18	05,06,07,08,09,10,11,12,13,16	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/auth/__tests__/require-admin.test.ts	18	05,06,07,08,09,10,11,12,13,16	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/auth/__tests__/require-auth.test.ts	18	05,06,07,08,09,10,11,12,13,16	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/auth/__tests__/social.test.ts	18	05,06,07,08,09,10,11,12,13,16	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/auth/__tests__/tokens.test.ts	18	05,06,07,08,09,10,11,12,13,16	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/auth/authenticated-user.ts	06	05,17,18	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/auth/email.ts	06	05,17,18	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/auth/handler.ts	06	05,17,18	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/auth/id-token-replay.ts	06	05,17,18	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/auth/id-token-verify-with-key.ts	06	05,17,18	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/auth/id-token.ts	06	05,17,18	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/auth/identities.ts	06	05,17,18	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/auth/issue-token-pair.ts	06	05,17,18	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/auth/jwks.ts	06	05,17,18	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/auth/jwt.ts	06	05,17,18	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/auth/logout-handler.ts	06	05,17,18	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/auth/native-request-otp.ts	06	05,17,18	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/auth/native.ts	06	05,17,18	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/auth/normalize-email.ts	06	05,17,18	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/auth/otps.ts	06	05,17,18	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/auth/refresh-tokens.ts	06	05,17,18	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/auth/request-schemas.ts	06	05,17,18	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/auth/require-admin.ts	06	05,17,18	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/auth/require-auth.ts	06	05,17,18	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/auth/social.ts	06	05,17,18	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/auth/tokens.ts	06	05,17,18	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/circuit-breaker-registry.ts	05	06,07,08,09,16,17,18	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/circuit-breaker.ts	05	06,07,08,09,16,17,18	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/cleanup.ts	19	13,17,18	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/clustering/__tests__/algorithm.test.ts	18	05,06,07,08,09,10,11,12,13,16	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/clustering/__tests__/data-store.test.ts	18	05,06,07,08,09,10,11,12,13,16	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/clustering/__tests__/handler.test.ts	18	05,06,07,08,09,10,11,12,13,16	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/clustering/algorithm.ts	05	08,13,16,17,18	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/clustering/data-store.ts	13	09,10,11,12,17,19	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/clustering/handler.ts	05	08,13,16,17,18	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/config/__tests__/handler.test.ts	18	05,06,07,08,09,10,11,12,13,16	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/config/handler.ts	05	08,13,16,17,18	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/credits/__tests__/accrue-interest.test.ts	18	05,06,07,08,09,10,11,12,13,16	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/credits/__tests__/adjustments.test.ts	18	05,06,07,08,09,10,11,12,13,16	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/credits/__tests__/interest-scheduler.test.ts	18	05,06,07,08,09,10,11,12,13,16	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/credits/__tests__/ledger-invariant.test.ts	18	05,06,07,08,09,10,11,12,13,16	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/credits/__tests__/liabilities.test.ts	18	05,06,07,08,09,10,11,12,13,16	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/credits/__tests__/payout-asset.test.ts	18	05,06,07,08,09,10,11,12,13,16	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/credits/__tests__/payout-builder.test.ts	18	05,06,07,08,09,10,11,12,13,16	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/credits/__tests__/payout-compensation.test.ts	18	05,06,07,08,09,10,11,12,13,16	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/credits/__tests__/pending-payouts.test.ts	18	05,06,07,08,09,10,11,12,13,16	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/credits/__tests__/refunds.test.ts	18	05,06,07,08,09,10,11,12,13,16	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/credits/__tests__/withdrawals.test.ts	18	05,06,07,08,09,10,11,12,13,16	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/credits/accrue-interest.ts	12	07,10,11,13,18	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/credits/adjustments.ts	12	07,10,11,13,18	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/credits/interest-scheduler.ts	13	09,10,11,12,17,19	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/credits/ledger-invariant.ts	12	07,10,11,13,18	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/credits/liabilities.ts	12	07,10,11,13,18	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/credits/payout-asset.ts	12	07,10,11,13,18	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/credits/payout-builder.ts	12	07,10,11,13,18	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/credits/payout-compensation.ts	12	07,10,11,13,18	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/credits/pending-payouts-admin.ts	12	07,10,11,13,18	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/credits/pending-payouts-transitions.ts	12	07,10,11,13,18	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/credits/pending-payouts-user.ts	12	07,10,11,13,18	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/credits/pending-payouts.ts	12	07,10,11,13,18	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/credits/refunds.ts	12	07,10,11,13,18	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/credits/withdrawals.ts	12	07,10,11,13,18	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/ctx/__tests__/operator-pool.test.ts	18	05,06,07,08,09,10,11,12,13,16	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/ctx/operator-pool.ts	05	08,13,16,17,18	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/db/__tests__/orders-schema.test.ts	18	05,06,07,08,09,10,11,12,13,16	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/db/__tests__/pending-payouts-schema.test.ts	18	05,06,07,08,09,10,11,12,13,16	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/db/__tests__/users.test.ts	18	05,06,07,08,09,10,11,12,13,16	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/db/client.ts	11	12,18,20	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/db/migrations/0000_initial_schema.sql	11	12,18,20	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/db/migrations/0001_auth_tables.sql	11	12,18,20	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/db/migrations/0002_loop_orders.sql	11	12,18,20	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/db/migrations/0003_watcher_cursors.sql	11	12,18,20	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/db/migrations/0004_orders_redemption.sql	11	12,18,20	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/db/migrations/0005_user_identities.sql	11	12,18,20	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/db/migrations/0006_users_home_currency.sql	11	12,18,20	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/db/migrations/0007_orders_charge_columns.sql	11	12,18,20	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/db/migrations/0008_orders_loop_asset_payment.sql	11	12,18,20	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/db/migrations/0009_users_stellar_address.sql	11	12,18,20	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/db/migrations/0010_pending_payouts.sql	11	12,18,20	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/db/migrations/0011_admin_idempotency_keys.sql	11	12,18,20	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/db/migrations/0012_credit_transactions_period_cursor.sql	11	12,18,20	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/db/migrations/0013_ledger_constraints.sql	11	12,18,20	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/db/migrations/0014_credit_tx_currency_check.sql	11	12,18,20	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/db/migrations/0015_credit_tx_reason.sql	11	12,18,20	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/db/migrations/0016_cashback_config_audit_trigger_guard.sql	11	12,18,20	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/db/migrations/0017_user_credits_primary_key.sql	11	12,18,20	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/db/migrations/0018_pending_payouts_generalise.sql	11	12,18,20	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/db/migrations/0019_social_id_token_replay_guard.sql	11	12,18,20	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/db/migrations/0020_users_email_unique.sql	11	12,18,20	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/db/migrations/0021_orders_currency_check.sql	11	12,18,20	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/db/migrations/0022_credit_tx_withdrawal_unique.sql	11	12,18,20	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/db/migrations/0023_orders_idempotency_key.sql	11	12,18,20	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/db/migrations/0024_pending_payouts_to_address_format.sql	11	12,18,20	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/db/migrations/0025_user_identities_and_orders_db_checks.sql	11	12,18,20	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/db/migrations/0026_orders_sweep_aggregate_indexes.sql	11	12,18,20	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/db/migrations/0027_pending_payouts_user_created_index.sql	11	12,18,20	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/db/migrations/0028_pending_payouts_compensation_and_withdrawal_uniqueness.sql	11	12,18,20	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/db/migrations/meta/0000_snapshot.json	11	12,18,20	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/db/migrations/meta/_journal.json	11	12,18,20	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/db/schema.ts	11	12,18,20	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/db/users.ts	11	12,18,20	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/discord.ts	19	13,17,18	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/discord/admin-audit.ts	19	13,17,18	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/discord/monitoring-asset-drift.ts	19	13,17,18	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/discord/monitoring-circuit-breaker.ts	19	13,17,18	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/discord/monitoring-ctx-schema-drift.ts	19	13,17,18	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/discord/monitoring-stuck-sweepers.ts	19	13,17,18	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/discord/monitoring.ts	19	13,17,18	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/discord/notifiers-catalog.ts	19	13,17,18	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/discord/orders.ts	19	13,17,18	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/discord/shared.ts	19	13,17,18	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/env.ts	05	06,07,08,09,16,17,18	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/health.ts	19	13,17,18	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/images/__tests__/proxy.test.ts	18	05,06,07,08,09,10,11,12,13,16	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/images/proxy.ts	05	08,13,16,17,18	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/images/ssrf-guard.ts	05	08,13,16,17,18	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/index.ts	13	09,10,11,12,17,19	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/instrument.ts	19	13,17,18	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/kill-switches.ts	03	05,11,18,20	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/logger.ts	19	13,17,18	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/merchants/__tests__/handler.test.ts	18	05,06,07,08,09,10,11,12,13,16	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/merchants/__tests__/sync.test.ts	18	05,06,07,08,09,10,11,12,13,16	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/merchants/cashback-rate-handlers.ts	05	08,13,16,17,18	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/merchants/handler.ts	05	08,13,16,17,18	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/merchants/sync-interval.ts	05	08,13,16,17,18	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/merchants/sync-upstream.ts	05	08,13,16,17,18	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/merchants/sync.ts	13	09,10,11,12,17,19	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/metrics.ts	19	13,17,18	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/middleware/access-log.ts	05	06,07,08,09,16,17,18	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/middleware/body-limit.ts	05	06,07,08,09,16,17,18	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/middleware/cache-control.ts	05	06,07,08,09,16,17,18	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/middleware/cors.ts	05	06,07,08,09,16,17,18	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/middleware/kill-switch.ts	05	06,07,08,09,16,17,18	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/middleware/probe-gate.ts	05	06,07,08,09,16,17,18	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/middleware/rate-limit.ts	05	06,07,08,09,16,17,18	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/middleware/request-context.ts	05	06,07,08,09,16,17,18	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/middleware/request-counter.ts	05	06,07,08,09,16,17,18	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/middleware/secure-headers.ts	05	06,07,08,09,16,17,18	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/migrate-cli.ts	03	05,11,18,20	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/observability-handlers.ts	19	13,17,18	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/openapi.ts	16	05,06,07,08,09,10,14,21	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/openapi/admin-asset-circulation.ts	16	05,06,07,08,09,10,14,21	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/openapi/admin-asset-drift-state.ts	16	05,06,07,08,09,10,14,21	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/openapi/admin-audit-tail.ts	16	05,06,07,08,09,10,14,21	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/openapi/admin-cashback-config-csv.ts	16	05,06,07,08,09,10,14,21	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/openapi/admin-cashback-config-history.ts	16	05,06,07,08,09,10,14,21	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/openapi/admin-cashback-config-upsert.ts	16	05,06,07,08,09,10,14,21	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/openapi/admin-cashback-config.ts	16	05,06,07,08,09,10,14,21	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/openapi/admin-cashback-realization.ts	16	05,06,07,08,09,10,14,21	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/openapi/admin-credit-writes.ts	16	05,06,07,08,09,10,14,21	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/openapi/admin-csv-exports-cashback.ts	16	05,06,07,08,09,10,14,21	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/openapi/admin-csv-exports-raw-rows.ts	16	05,06,07,08,09,10,14,21	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/openapi/admin-csv-exports-treasury.ts	16	05,06,07,08,09,10,14,21	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/openapi/admin-csv-exports.ts	16	05,06,07,08,09,10,14,21	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/openapi/admin-dashboard-cluster-stuck-rows.ts	16	05,06,07,08,09,10,14,21	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/openapi/admin-dashboard-cluster.ts	16	05,06,07,08,09,10,14,21	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/openapi/admin-fleet-monthly-credit-csvs.ts	16	05,06,07,08,09,10,14,21	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/openapi/admin-fleet-monthly-merchants-flywheel.ts	16	05,06,07,08,09,10,14,21	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/openapi/admin-fleet-monthly-payouts.ts	16	05,06,07,08,09,10,14,21	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/openapi/admin-fleet-monthly-recycling-activity.ts	16	05,06,07,08,09,10,14,21	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/openapi/admin-fleet-monthly-user-cashback-drill.ts	16	05,06,07,08,09,10,14,21	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/openapi/admin-fleet-monthly.ts	16	05,06,07,08,09,10,14,21	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/openapi/admin-misc-reads.ts	16	05,06,07,08,09,10,14,21	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/openapi/admin-operator-fleet-per-operator.ts	16	05,06,07,08,09,10,14,21	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/openapi/admin-operator-fleet.ts	16	05,06,07,08,09,10,14,21	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/openapi/admin-operator-mix.ts	16	05,06,07,08,09,10,14,21	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/openapi/admin-ops-tail-discord-mgmt.ts	16	05,06,07,08,09,10,14,21	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/openapi/admin-ops-tail.ts	16	05,06,07,08,09,10,14,21	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/openapi/admin-order-cluster-drills.ts	16	05,06,07,08,09,10,14,21	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/openapi/admin-order-cluster.ts	16	05,06,07,08,09,10,14,21	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/openapi/admin-payouts-by-asset.ts	16	05,06,07,08,09,10,14,21	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/openapi/admin-payouts-cluster-writes.ts	16	05,06,07,08,09,10,14,21	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/openapi/admin-payouts-cluster.ts	16	05,06,07,08,09,10,14,21	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/openapi/admin-payouts-settlement-lag.ts	16	05,06,07,08,09,10,14,21	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/openapi/admin-per-merchant-drill-time-axis.ts	16	05,06,07,08,09,10,14,21	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/openapi/admin-per-merchant-drill.ts	16	05,06,07,08,09,10,14,21	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/openapi/admin-per-merchant-payment-method-share.ts	16	05,06,07,08,09,10,14,21	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/openapi/admin-per-user-drill.ts	16	05,06,07,08,09,10,14,21	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/openapi/admin-supplier-spend.ts	16	05,06,07,08,09,10,14,21	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/openapi/admin-treasury-assets.ts	16	05,06,07,08,09,10,14,21	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/openapi/admin-treasury-credit-flow.ts	16	05,06,07,08,09,10,14,21	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/openapi/admin-user-cluster-drill.ts	16	05,06,07,08,09,10,14,21	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/openapi/admin-user-cluster.ts	16	05,06,07,08,09,10,14,21	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/openapi/admin-user-operator-mix.ts	16	05,06,07,08,09,10,14,21	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/openapi/admin-user-search.ts	16	05,06,07,08,09,10,14,21	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/openapi/admin-withdrawal-write.ts	16	05,06,07,08,09,10,14,21	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/openapi/admin.ts	16	05,06,07,08,09,10,14,21	unreviewed			initial path-based assignment; confirm during phase 00
